carrier,op_code,ticket,pnr,seat
VY,25,03047591,EXWHP,39S
VY,25,03045181,RMFIW,24X
VY,25,03015174,XILTD,35A
VY,25,03032094,ZWNLS,10N
VY,25,03027060,VLMHI,17V
VY,25,03015565,OMRBC,36X
VY,25,03036123,SPKXO,4V
VY,25,03039647,RKNVE,15S
VY,25,03049544,MRSDM,31S
VY,25,03098943,VCVFC,36X
VY,25,03079672,XLORZ,37Q
VY,25,03092867,EBQJQ,24M
VY,25,03098277,DTAXQ,33Z
VY,25,03013998,BVLQR,16J
VY,25,03015025,UOQJS,32L
VY,25,03087353,JSHOA,26G
VY,25,03095473,OSWGU,40O
VY,25,03083578,ITXPM,30X
VY,25,03098196,XECPY,24V
VY,25,03056730,VGKQS,14Y
VY,25,03051774,UACYJ,10U
VY,25,03030963,ZSBLF,13S
VY,25,03013546,KONSN,8M
VY,25,03037762,TWTQO,14A
VY,25,03071436,SMPJX,36P
VY,25,03013471,FIPMB,21U
VY,25,03075307,USNHC,35X
VY,25,03063815,JLFVF,37E
VY,25,03017542,WUCUQ,11M
VY,25,03018233,HMZPF,13C
VY,25,03027318,MWZKG,3D
VY,25,03083746,MSFMF,4U
VY,25,03017780,XOEPM,16B
VY,25,03086664,UOTXX,13P
VY,25,03083511,ESOSN,2N
VY,25,03024048,DHMHX,23R
VY,25,03060553,XFMNY,38Y
VY,25,03091813,WWOND,23O
VY,25,03086300,ZQSDX,9Q
VY,25,03089813,PKJBX,21W
VY,25,03071574,GXWIH,40X
VY,25,03064249,YSHVV,19R
VY,25,03071742,VJTXP,6B
VY,25,03089452,BMITT,5O
VY,25,03053890,RPNZX,31R
VY,25,03097017,ORVBB,4X
VY,25,03023088,QGWIX,5I
VY,25,03085186,HMOEK,39M
VY,25,03089909,DKSEL,14W
VY,25,03034499,FMRVB,14N
VY,25,03043697,SOELT,8V
VY,25,03075376,YWHYC,38E
VY,25,03043751,AWQGS,36I
VY,25,03043762,GAHDE,22D
VY,25,03029300,NMMAG,29M
VY,25,03065060,PLOMS,24M
VY,25,03091349,BBISQ,3J
VY,25,03042043,WCDLO,29A
VY,25,03052589,LUWMD,8K
VY,25,03038514,VAWFH,34J
VY,25,03088695,UJSMW,23Y
VY,25,03070274,IJAPH,19W
VY,25,03035863,JJGND,42B
VY,25,03012522,DULQZ,23E
VY,25,03046833,MDVCR,27C
VY,25,03023344,CEFAJ,5L
VY,25,03094982,AWLFT,14Q
VY,25,03014389,XQZZN,36O
VY,25,03084147,FZQHV,30X
VY,25,03018625,YQOLF,41A
I2,26,06049247,EENXC,12C
I2,26,06047820,AQSFC,14Y
I2,26,06062613,LDPVR,15R
I2,26,06090907,XMWPU,39E
I2,26,06088074,GEZWV,30I
I2,26,06065990,ZXETG,38S
I2,26,06096744,TRIJW,37N
I2,26,06046117,LQWKC,33V
I2,26,06030706,DEOXF,5T
I2,26,06064201,OJHUX,9I
I2,26,06071699,WEZTQ,2J
I2,26,06049820,GNJSB,14L
I2,26,06052873,JTFJJ,35P
I2,26,06068727,WEYQN,29X
I2,26,06088507,DMTXO,41W
I2,26,06091421,XIRNS,5O
I2,26,06024490,QQTDA,19W
I2,26,06062047,KXYUB,3S
I2,26,06077651,FQMRZ,36J
I2,26,06034914,MYTBU,21B
I2,26,06045513,GTZOW,10A
I2,26,06052348,WAKLE,18D
I2,26,06051091,QNFNI,6I
I2,26,06013557,BDCID,38O
I2,26,06022843,VUPEV,35C
I2,26,06086152,IDQWP,24S
I2,26,06090240,BSYXA,5J
I2,26,06094043,DCJQJ,38P
I2,26,06081606,RWFEP,6T
I2,26,06052810,DGFKS,25X
I2,26,06053632,VHELQ,6N
I2,26,06011727,RAIVC,42M
I2,26,06020162,VCZZH,29T
I2,26,06069404,ZZJCC,41V
I2,26,06041318,ZRXAM,37D
I2,26,06027085,JEMXY,19O
I2,26,06051864,IRVSB,28O
I2,26,06038627,VKMOW,19B
I2,26,06080406,GMYRS,40V
I2,26,06043181,FFCWZ,9F
I2,26,06037289,HHVRL,5G
I2,26,06063758,OPPCI,33D
I2,26,06058964,CXNVZ,31T
I2,26,06068027,WPUZF,24Y
I2,26,06025460,CWOJE,36J
I2,26,06072072,FLVYL,41W
I2,26,06097632,TBPLS,2H
I2,26,06052005,EFXUL,3Y
I2,26,06047563,WEPJC,20P
I2,26,06058222,YKMZN,20I
I2,26,06080365,BFJFV,18O
I2,26,06061037,TGVMO,1W
I2,26,06091584,GXDUW,13X
I2,26,06023373,DJOJI,24X
I2,26,06066634,FEMOS,9E
I2,26,06015335,MWOVU,4B
I2,26,06025587,QFRTS,27U
I2,26,06078835,REVKH,11I
I2,26,06075897,ESFCH,8T
I2,26,06014158,ZHSQG,23Q
I2,26,06044583,JMUMA,25K
I2,26,06076897,CECDB,1D
I2,26,06069677,EXEZY,19Y
I2,26,06036048,UJXRI,25X
I2,26,06055026,CYOJW,6J
I2,26,06093232,RDFBB,2R
I2,26,06069523,TCGCU,30W
I2,26,06080479,CQQTD,13L
I2,26,06056678,EVZNB,39Q
I2,26,06076131,ZUOBH,24G
I2,26,06043019,OGWFP,5Z
I2,26,06057253,VUHPK,21W
I2,26,06038312,YDWKH,31M
I2,26,06045646,YFBBB,21E
I2,26,06075030,YYQYC,37S
I2,26,06062546,PTOFR,35L
I2,26,06024924,OPIAJ,11Y
I2,26,06010166,ALYFV,25A
I2,26,06024258,NWPSL,2U
I2,26,06040631,VCJBL,19I
I2,26,06077525,EWIPK,5T
I2,26,06025469,HBWMG,8X
I2,26,06021356,DCRKQ,13V
I2,26,06015727,KQFDY,4P
I2,26,06085114,QOQHL,27C
I2,26,06095335,KQRRP,37L
I2,26,06057150,XCLTT,20Y
I2,26,06031245,SRXDY,17W
I2,26,06010379,COUYM,39I
I2,26,06011737,BEVPB,13R
I2,26,06028233,XXPRP,14L
I2,26,06066148,IRFMB,18T
I2,26,06042975,RJFGN,21A
I2,26,06015875,GQEVK,6F
I2,26,06026221,VEHQX,1K
I2,26,06026926,RVPGH,14P
I2,26,06011532,EEZTB,12I
I2,26,06097620,DZCSI,33I
I2,26,06020115,ZLTOT,33F
I2,26,06061172,CACEE,14E
I2,26,06079535,UTFHO,42O
I2,26,06086311,OSIQI,42K
I2,26,06081505,UVASK,13G
I2,26,06048577,BMVWJ,28I
I2,26,06031501,LGOPL,27U
I2,26,06032257,FZDCS,21J
I2,26,06027578,DGQFR,33P
I2,26,06068012,QFQBE,20O
I2,26,06093185,VPFFB,34G
I2,26,06079557,RNMDC,17P
I2,26,06044931,ZTYDO,42I
I2,26,06010413,IAEVF,25D
I2,26,06057102,FKAPQ,40O
I2,26,06023977,RMLDE,7R
I2,26,06070888,ZXQKD,9E
I2,26,06019059,QOZVK,2X
I2,26,06090657,MCYSS,13I
I2,26,06058163,HOYAJ,17L
I2,26,06010352,FYMBP,9W
I2,26,06016507,PCPGI,34P
I2,26,06088193,CVZWY,8I
I2,26,06063631,DXYRS,28Y
I2,26,06013323,ATSKT,35M
I2,26,06093198,VYTWN,10E
I2,26,06095902,AXXWJ,29L
I2,26,06091375,XWJJB,40Q
I2,26,06099422,RBRWH,15T
I2,26,06052081,TFHCD,25T
I2,26,06017061,OLZFN,41I
I2,26,06044885,TUEGQ,16Q
I2,26,06032072,ZINEI,35I
I2,26,06078546,CMYKJ,17Z
I2,26,06027199,YKYKT,40C
I2,26,06011493,AOZPI,6X
I2,26,06046882,RIIHF,4T
I2,26,06060998,RYATT,5G
I2,26,06031030,OXCKX,2B
I2,26,06060851,WPXTP,30O
I2,26,06049839,CGBOO,8P
I2,26,06014257,ZFWWA,16P
I2,26,06069376,QRDPD,12Q
I2,26,06088003,JOSOO,42K
VY,27,03033243,GIUVO,21N
VY,27,03025352,ECLZI,25Z
VY,27,03022175,SMCNY,40R
VY,27,03025772,JEGXK,5M
VY,27,03069204,JFEZG,31Z
VY,27,03049745,QYIDO,6R
VY,27,03071877,BUFPP,29H
VY,27,03082931,KBBIH,30T
VY,27,03055545,PLFAT,40O
VY,27,03066124,UXSBC,15J
VY,27,03072909,GPNYF,27V
VY,27,03054280,KWHZE,39Y
VY,27,03032399,OIPCI,38M
VY,27,03021494,ZPLCP,37E
VY,27,03084322,RVFJR,1I
VY,27,03036669,HRIVN,6Z
VY,27,03026780,NURII,12O
VY,27,03077989,SUTOB,3N
VY,27,03077261,JPJNP,38M
VY,27,03061911,GOSTW,9S
VY,27,03029530,BCLFQ,39Z
VY,27,03059638,WXQYA,16P
VY,27,03099489,RAJEH,15P
VY,27,03068910,ADDJW,21N
VY,27,03084543,BWSGI,15E
VY,27,03060443,OQXQG,7A
VY,27,03040672,KRALS,11W
VY,27,03063037,CSKZE,24R
VY,27,03097328,QGAHD,4Y
VY,27,03087014,SIYTY,26L
VY,27,03074235,XKMVP,28V
VY,27,03092561,MYGPE,1V
VY,27,03067846,EYINA,11Z
VY,27,03087173,MVAFZ,14P
VY,27,03016053,DZGKH,33Q
VY,27,03079986,JIQET,24N
VY,27,03077701,JISNX,26V
VY,27,03076092,VWXRK,35P
VY,27,03024322,VZYOF,26I
VY,27,03027611,FZHNV,8J
VY,27,03012297,ITFFU,16D
VY,27,03061632,SFOZK,9S
VY,27,03038694,WKMJO,42M
VY,27,03072163,VJASC,24A
VY,27,03076463,OVGIH,26Y
VY,27,03037081,RDKPX,12H
VY,27,03046409,JQEJT,8L
VY,27,03022556,IIPTJ,28R
VY,27,03028158,UQLGI,28R
VY,27,03066858,DNKTO,3X
VY,27,03019579,ESWMN,7W
VY,27,03060236,HEGEI,7C
VY,27,03098030,FSQMT,16B
VY,27,03076178,TLSMO,38G
VY,27,03047302,JJXQP,20A
VY,27,03014402,PVEXR,27W
VY,27,03089203,UFBFT,33K
VY,27,03074826,GXTCW,16T
VY,27,03067918,VPXFL,16B
VY,27,03056219,JXLZS,16A
VY,27,03038393,VKHSV,24Q
VY,27,03075615,FCCWG,18M
VY,27,03025725,QPQOA,34P
VY,27,03090030,EYJEL,10Y
VY,27,03015510,NRNKV,19W
VY,27,03044163,JPBYY,24S
VY,27,03042114,OQUUQ,33O
VY,27,03044853,MATSJ,27X
VY,27,03041199,KKHSM,32I
VY,27,03069409,PCTPD,22T
VY,27,03096251,JVDJF,20F
VY,27,03019944,RHZPJ,32Z
VY,27,03078701,TZIIA,13J
VY,27,03037064,FVYTH,38N
VY,27,03080054,POJKD,31X
VY,27,03094763,TUHFU,37P
VY,27,03098212,DSOVO,36F
VY,27,03087197,XDNLV,8T
VY,27,03094514,EDRLN,4D
VY,27,03097742,GEPDK,39Y
VY,27,03067044,SJIQX,34V
VY,27,03051694,NLJGF,16U
VY,27,03016922,JMSYK,4R
VY,27,03092467,VITML,6A
VY,27,03017758,FFVKM,11H
VY,27,03044054,HIOFL,3N
VY,27,03030172,BZSSI,41G
VY,27,03050606,VRLFQ,14S
VY,27,03085942,SFTVX,20A
VY,27,03044121,BWNLI,16P
VY,27,03039034,RGTTU,42U
VY,27,03011012,XQOGG,2X
VY,27,03042772,EJVQL,13K
VY,27,03016153,EICTL,13V
VY,27,03046615,LYBWN,39F
VY,27,03026350,UFTWZ,26A
VY,27,03090800,ECGTS,37F
VY,27,03038179,VATYI,14J
VY,27,03043436,SYCIW,25X
VY,27,03020236,TPAWL,8U
VY,27,03022522,BVTAP,18G
VY,27,03020184,UQQZQ,9H
VY,27,03030163,MXCNH,2I
VY,27,03040704,NNJGY,35A
VY,27,03076755,FDSXA,34D
VY,27,03026623,ZZADD,2U
VY,27,03094695,ACYTI,28P
VY,27,03045848,TKFIT,40X
VY,27,03086456,MRHOP,8P
VY,27,03092924,BXDYM,38G
VY,27,03086908,KQJGH,34C
VY,27,03042629,YYNDS,34O
VY,27,03024613,JMBTM,37R
VY,27,03060000,WBOYH,29G
VY,27,03060528,DWLYZ,9U
VY,27,03077264,HGVNL,33K
VY,27,03035640,WXSWM,9G
VY,27,03054183,EBCFT,40Z
VY,27,03037700,NYHHL,23K
VY,27,03077171,GPBFM,22N
VY,27,03024948,JYKEK,7C
VY,27,03085967,KHVNE,25Q
VY,27,03024998,WMEXO,22K
VY,27,03071021,QGFSF,34F
VY,27,03073450,NXVFT,10C
VY,27,03044258,HLEPY,24S
VY,27,03049503,MLXUA,21P
VY,27,03041918,ALUNT,16X
VY,27,03011731,RLZZO,11B
VY,27,03094016,XPMUE,38J
VY,27,03035389,UDWGI,40P
VY,27,03070465,MHJLB,22N
VY,27,03092222,UXJLR,4P
VY,27,03022492,EPRSG,39E
VY,27,03070406,QLYVD,27N
VY,27,03010509,FEVKY,23M
VY,27,03092007,KTAAP,5F
VY,27,03011817,SQCFR,25O
VY,27,03060792,TLLJE,4A
VY,27,03035061,JUHBF,10D
VY,27,03040223,UMIHV,18I
VY,27,03086435,FRVQB,30N
VY,27,03026852,IZEEP,34K
VY,27,03076181,UGTOB,22R
VY,27,03048883,SOSWY,33X
VY,27,03091368,TBZOB,5R
I2,28,06093985,UIOKQ,21V
I2,28,06041344,XQZCH,3A
I2,28,06065475,IOUKN,16A
I2,28,06074945,BXYGT,11R
I2,28,06020112,LCXVO,37N
I2,28,06019581,TCKYT,19K
I2,28,06068624,YLOFX,23R
I2,28,06049409,QCWAW,25N
I2,28,06052781,QQQGW,38U
I2,28,06031046,PUMOW,33W
I2,28,06051734,NCFUI,31N
I2,28,06039001,YQFXV,37B
I2,28,06047345,GVBLX,1E
I2,28,06046569,EMSOX,2G
I2,28,06041188,KUACN,16I
I2,28,06035946,XZYBB,20L
I2,28,06060244,CCYBP,42V
I2,28,06071567,KTQWT,33T
I2,28,06056854,MXTGI,24A
I2,28,06078015,EAWQN,21K
I2,28,06033712,IRFMK,1W
I2,28,06016902,QBLFE,35S
I2,28,06037294,IEUNO,23Z
I2,28,06053462,HKZQO,30F
I2,28,06050953,GFNBC,26X
I2,28,06069054,SLZCX,8B
I2,28,06062501,SDJSN,15H
I2,28,06037729,WMVZX,15S
I2,28,06066120,FZHBQ,11Y
I2,28,06083188,HJELQ,23G
I2,28,06024599,ZSXFL,42W
I2,28,06026120,XAGCF,17H
I2,28,06092283,LTRSU,16D
I2,28,06066435,ZFGLA,17N
I2,28,06097045,AQEGO,20E
I2,28,06078294,EGEKH,16Q
I2,28,06062576,EPSZW,14K
I2,28,06032360,BROXP,3F
I2,28,06014703,JFLZY,40V
I2,28,06099612,LNJXR,12U
I2,28,06022795,UKYAD,33W
I2,28,06021227,PBXSA,20V
I2,28,06042265,CDQTQ,34P
I2,28,06065852,RACAZ,14A
I2,28,06056013,KYKGV,39C
I2,28,06096368,ZPTKM,27G
I2,28,06036380,OCSSB,5F
I2,28,06035129,NWKOF,18H
I2,28,06066162,ZCQSM,18L
I2,28,06017021,QXDLF,18P
I2,28,06049806,QSQVQ,39O
I2,28,06087083,FFAPV,35T
I2,28,06048477,IIIDD,16G
I2,28,06065059,WIUXU,36U
I2,28,06085642,FLIWU,20G
I2,28,06083979,ITUFJ,30L
I2,28,06045366,MTBRV,16S
I2,28,06018067,KLHCN,12M
I2,28,06098479,VJFBN,10Y
I2,28,06091447,JSCNA,21A
I2,28,06032506,OZGZU,25G
I2,28,06040366,EJOMM,35W
I2,28,06020084,UKPIJ,36U
I2,28,06039378,OMTQJ,31D
I2,28,06072901,YTCUR,42K
I2,28,06068811,XYVZE,39W
I2,28,06089928,QDZUF,28D
I2,28,06086490,PZLMP,3T
I2,28,06062366,YEGZZ,15Y
I2,28,06010623,GERIS,1H
I2,28,06049524,NACUL,29E
I2,28,06011720,LWBRG,32Y
I2,28,06092916,SWWVO,22I
I2,28,06024459,OPQHU,24M
I2,28,06091745,HVAHI,37K
I2,28,06035125,XBYIV,17L
I2,28,06038128,DOXGV,11Y
I2,28,06029640,HKOUO,15K
I2,28,06086749,NUJPX,34T
I2,28,06086641,RRVFT,1S
I2,28,06093572,DDQGJ,28K
I2,28,06055021,CZAQD,10A
I2,28,06036355,ZTZLO,17Q
I2,28,06053675,YAXHW,31J
I2,28,06027654,EYVOA,33D
I2,28,06018794,JSFGL,25I
I2,28,06077034,AAFBP,40F
I2,28,06038080,TSGEQ,40O
I2,28,06079867,JHNCO,23Q
I2,28,06064735,DZUIV,5Z
I2,28,06086905,NFYEQ,29K
I2,28,06039115,RMMJJ,1C
I2,28,06089053,FDCQD,10E
I2,28,06089219,NIHQB,34T
I2,28,06086587,BRZZZ,26D
I2,28,06069972,DZWWH,30Y
I2,28,06063384,FLURB,14I
I2,28,06014491,XQLGX,7D
I2,28,06056776,ZTVSG,40W
I2,28,06082555,ZAHJS,14P
I2,28,06061077,UGVXZ,38J
I2,28,06075159,BXGXC,14M
I2,28,06094136,CSQAE,38G
I2,28,06025879,EUOGJ,41E
I2,28,06069963,BZKSG,40V
I2,28,06048336,UHHXT,37M
I2,28,06058707,TTFQY,23L
I2,28,06057554,HRAXC,22Q
I2,28,06066426,HANYH,40K
I2,28,06055510,PMNBK,22X
I2,28,06011074,CHSYC,39F
I2,28,06076489,MXXUP,18K
I2,28,06040931,ICAIJ,23T
I2,28,06057418,JIILM,36T
I2,28,06059022,OAWZT,38F
I2,28,06051346,QXVDK,36H
I2,28,06053903,DMYFR,22M
I2,28,06040734,KTXXL,17K
I2,28,06085483,ALCRQ,38B
I2,29,06094082,QCHYM,1Y
I2,29,06071861,FGCVJ,37K
I2,29,06072930,FCGBX,19X
I2,29,06064916,UWTRD,27P
I2,29,06023723,RMFWC,32B
I2,29,06059753,MXKHU,27E
I2,29,06057324,ENWMW,22S
I2,29,06064621,PSKAI,33F
I2,29,06084330,AMAGU,16Z
I2,29,06056616,CUSXW,29T
I2,29,06057198,RSDJD,31T
I2,29,06024653,LTKCE,1R
I2,29,06063678,RXCFG,10R
I2,29,06063783,NDKRE,31L
I2,29,06083091,SYQFK,42R
I2,29,06087698,FTAPB,31G
I2,29,06031668,HJOXM,41I
I2,29,06088594,SQUAW,9L
I2,29,06061934,IEAWK,8V
I2,29,06023150,JEZUG,1U
I2,29,06053464,GLXVX,8J
I2,29,06089135,UPVAV,26T
I2,29,06040751,TIKSJ,11W
I2,29,06076828,KOFER,28N
I2,29,06017176,HNMUQ,14T
I2,29,06021793,IOKMW,9F
I2,29,06080959,FWTGV,29T
I2,29,06017131,JNLIA,42N
I2,29,06033735,EUBGR,2R
I2,29,06074051,SECIK,35R
I2,29,06080921,EQYKF,34Q
I2,29,06031247,ICAWO,26V
I2,29,06018629,BXSAR,28G
I2,29,06060254,ZTZQQ,31S
I2,29,06068859,DRMUQ,20F
I2,29,06055279,JCVRP,6Z
I2,29,06085082,MOJGJ,41V
I2,29,06016164,EFCXB,1T
I2,29,06075603,QPUTZ,15Q
I2,29,06050042,RBSUP,21V
I2,29,06041886,EJXOJ,24H
I2,29,06097886,ZXBMB,31P
I2,29,06079079,TNLML,8G
I2,29,06061042,HMOZY,13D
I2,29,06080803,YPKRF,4S
I2,29,06045548,KCFMN,37U
I2,29,06092859,APTLH,39P
I2,29,06036782,HHHBI,29G
I2,29,06010603,MEODC,15L
I2,29,06028073,EIDNF,6E
I2,29,06029233,MFPZN,4Y
I2,29,06079916,AMYCR,39Q
I2,29,06067071,DUTFJ,10X
I2,29,06065955,KXAVJ,12R
I2,29,06011596,MYKKI,40V
I2,29,06038622,DQCRJ,25A
I2,29,06051851,JJTUN,25Z
I2,29,06010516,ALUUV,32D
I2,29,06014222,ZYUPU,18U
I2,29,06014185,YYJDM,5B
I2,29,06020098,OMZVP,2O
I2,29,06026548,TCSKL,25A
I2,29,06079081,WSUPN,32C
I2,29,06037030,EAAKW,32Q
I2,29,06073297,PODDL,25P
I2,29,06076884,ZYYLH,42G
I2,29,06062580,IWHKB,10E
I2,29,06029737,UORKU,30Q
I2,29,06073211,FENQE,37U
I2,29,06074697,ESNHR,8M
I2,29,06011396,WTKLF,13B
I2,29,06051220,ZGRVT,35C
I2,29,06037540,DWRLN,30M
I2,29,06088413,NTODC,33Y
I2,29,06013385,YCEZV,28V
I2,29,06040961,FXTSO,17R
I2,29,06082311,LCDFI,28R
I2,29,06034107,ILYTD,10M
I2,29,06033685,ESYUY,41P
I2,29,06089498,LSZUS,24G
I2,29,06012339,PDMOY,41O
I2,29,06016871,KVNTH,30B
I2,29,06063008,QSZZT,20Z
I2,29,06033729,QCECZ,34V
I2,29,06032131,LKSFO,27T
I2,29,06058802,QVMBF,11R
I2,29,06094596,UNDQI,13T
I2,29,06021530,XRSFA,24C
I2,29,06010213,YIEBI,33J
I2,29,06043355,UOAMF,23R
I2,29,06050026,BIKDZ,31Q
I2,29,06070338,EFIGA,20I
I2,29,06097115,NUYPP,9G
I2,29,06047893,WKKER,2R
I2,29,06010929,UFEGV,2B
I2,29,06045804,TKQXA,38T
I2,29,06087566,VANVF,6F
I2,29,06042572,OZNLR,15S
I2,29,06056605,UUFGK,19B
I2,29,06024407,XERVA,36G
I2,29,06081919,XCMRM,26U
I2,29,06059088,WROOK,5E
I2,29,06087605,ZXNEO,39Y
I2,29,06077521,DVPTB,31J
I2,29,06032130,XHHSU,12D
I2,29,06073252,NVGAS,38F
I2,29,06029937,NCBAP,3T
I2,29,06087951,FESOH,5Q
I2,29,06059215,ZBMPT,38L
I2,29,06092455,CHXGX,25M
I2,29,06042672,WCOWG,39F
I2,29,06046621,KTWJV,19Z
I2,29,06017658,ZAQDB,21I
I2,29,06037003,RITWI,1V
I2,29,06079242,NVNOO,12S
I2,29,06090154,PMFAL,19O
I2,29,06010215,GKNFX,14C
I2,29,06079969,NYDKY,6N
I2,29,06069986,UHROE,32E
I2,29,06039007,GGSHI,4H
I2,29,06097042,SJCKR,34N
I2,29,06017869,AICVJ,8A
I2,29,06045595,AAPFY,17J
I2,29,06053832,RKWMX,42D
I2,29,06015033,UHGRQ,27Y
I2,29,06049525,JASOY,34L
I2,29,06050875,WPLPG,20X
I2,29,06043875,HDSLX,5Q
I2,29,06029420,BZVFN,9S
I2,29,06074475,PWFVF,10A
I2,29,06088483,MISSU,32R
I2,29,06052272,OAFHR,10H
I2,29,06067115,PIIDR,23N
I2,29,06034047,JTERB,37C
I2,29,06072147,CKJAJ,8G
I2,29,06078213,SVYEO,36T
I2,29,06086283,KASGT,20F
I2,29,06019207,TBMDC,36L
I2,29,06059152,IVHVT,35R
I2,29,06037214,EZRZQ,7O
I2,29,06076924,FMQYN,29A
I2,29,06036144,ELIVW,17I
I2,29,06086415,XBGAH,41L
VY,30,03030696,CMSQH,25I
VY,30,03088187,YAEUZ,6V
VY,30,03093990,QKJHP,6O
VY,30,03057101,GWSLF,26L
VY,30,03090960,NJDEG,26O
VY,30,03029881,PAEJQ,25T
VY,30,03054369,SGSDF,9W
VY,30,03022487,HXAWW,8H
VY,30,03029518,JAULE,2G
VY,30,03094608,PYWRN,22P
VY,30,03048155,CVVOG,34Z
VY,30,03073511,YCAED,36K
VY,30,03094547,MCJUN,24X
VY,30,03091805,MNRKP,19W
VY,30,03029537,VOSDW,38G
VY,30,03098565,QEVXY,11L
VY,30,03021774,ZSHMB,36N
VY,30,03033518,AWDYJ,3A
VY,30,03066208,TLWCG,7Y
VY,30,03035392,FSLMJ,9G
VY,30,03017163,FRFGP,24C
VY,30,03058451,KOPUV,35R
VY,30,03042210,GKVGW,31C
VY,30,03091122,HFCAP,27I
VY,30,03041597,XMNHC,5G
VY,30,03050058,HGTPO,3F
VY,30,03011571,GVNCT,22T
VY,30,03022021,XVQBI,18U
VY,30,03018164,QBRCM,23F
VY,30,03052233,UITYE,4W
VY,30,03053544,WYRLC,4E
VY,30,03028752,MVNIM,32P
VY,30,03021157,AQKVP,40N
VY,30,03091768,DOLXJ,39S
VY,30,03054807,DYHQR,42T
VY,30,03072573,RUTZL,33F
VY,30,03045930,TRLBJ,26Z
VY,30,03086184,HKEUS,5L
VY,30,03052327,GMFHO,15V
VY,30,03080035,ZZTHK,26K
VY,30,03018018,LQPPW,4Z
VY,30,03067068,AMODL,3V
VY,30,03060399,OVSDU,20I
VY,30,03063238,DZFFQ,8N
VY,30,03019843,PWJIZ,38L
VY,30,03083818,QLNWL,32B
VY,30,03014076,VJOSU,26J
VY,30,03066722,QUOPB,31X
VY,30,03080515,GBFIQ,33J
VY,30,03094144,HIUZV,3Q
VY,30,03069381,UYBEA,31P
VY,30,03013751,LQCAD,25L
VY,30,03096504,BSPSZ,4W
VY,30,03015479,BVEBN,7G
VY,30,03077381,OBBWA,18Q
VY,30,03029793,BYNFH,13C
VY,30,03046095,NOYMD,30G
VY,30,03012038,GPNLA,41D
VY,30,03088861,EVAXA,7L
VY,30,03029763,FSYUV,9C
VY,30,03063384,SMFLV,32Z
VY,30,03017797,DIERG,5X
VY,30,03047274,QJAIR,25H
VY,30,03039064,CGSCI,17Z
VY,30,03030018,JJGCQ,27P
VY,30,03086919,IUGDL,9Z
VY,30,03032337,IRZJQ,35G
VY,30,03031898,OZWHI,6Y
VY,30,03043654,DQQAD,1P
VY,30,03085030,TXLQA,32N
VY,30,03091072,YHVWC,36U
VY,30,03060725,XCGOP,27V
VY,30,03085609,SOYJE,8G
VY,30,03014073,UOBUG,29A
VY,30,03091874,OKTHS,40Z
VY,30,03062284,BQYZP,6W
VY,30,03055760,QUSID,4O
VY,30,03096012,HKEJQ,36V
VY,30,03046075,GKTEV,7A
VY,30,03067093,IGPRY,14H
VY,30,03035059,NXHCV,25M
VY,30,03089069,NUQLJ,17N
VY,30,03047074,IJDYC,29K
VY,30,03092157,KZIGF,36Y
VY,30,03078893,MDOIF,2A
VY,30,03063977,BTIDV,29R
VY,30,03068945,QTYXC,26J
VY,30,03021592,CJRHL,29D
VY,30,03034004,GSWLE,8Y
VY,30,03078399,UQXEV,31E
VY,30,03057479,GWNOP,9B
VY,30,03051070,WNVWI,33Z
VY,30,03068297,YZRWX,9D
VY,30,03069012,LLRGF,33Z
VY,30,03066953,CUZER,11O
VY,30,03030194,NQLUA,30M
VY,30,03021186,NXXMX,22L
VY,30,03077960,QULFT,21J
VY,30,03043689,RFFVR,24U
VY,30,03086648,HYHOO,14H
VY,30,03087987,DAKSY,36Q
VY,30,03055223,MFHUY,17H
VY,30,03097040,VVNFI,23N
VY,30,03045882,IGEVF,39U
VY,30,03066511,VHVPN,33O
VY,30,03077238,IMSAL,8V
VY,30,03038113,NZIEV,34J
VY,30,03081443,VRHGO,9X
VY,30,03091408,TJBPV,41F
VY,30,03071307,OJJJT,31N
VY,30,03080286,UOIRS,16N
VY,30,03053801,LHPHT,37R
VY,30,03066415,PRMYW,3C
VY,30,03058238,UGDAU,28L
VY,30,03024569,RCJLD,5Q
VY,30,03020184,RQHHI,5S
VY,30,03083818,ZXXAY,26V
VY,30,03079273,VPWYL,20P
VY,30,03034495,SGATG,10R
VY,30,03088329,GVREB,42J
VY,31,03064834,PULQS,29T
VY,31,03035917,DBOTS,10A
VY,31,03073650,KIEDP,41S
VY,31,03028954,UHNOB,34Q
VY,31,03036270,RRQCE,19M
VY,31,03067020,ULMLK,10H
VY,31,03020862,WJWOL,14M
VY,31,03071002,LZACP,21S
VY,31,03048963,NYVMQ,14F
VY,31,03052271,ALKXD,3S
VY,31,03026330,YLRSO,6S
VY,31,03014799,GNIBI,34J
VY,31,03077914,JLQWT,23E
VY,31,03059125,AYJTU,35J
VY,31,03078764,KTTKA,22F
VY,31,03020585,WLHVV,26R
VY,31,03071607,TIIVQ,20T
VY,31,03059897,ZRZUK,4S
VY,31,03080082,OUXCC,21P
VY,31,03082096,IYNJL,34T
VY,31,03014846,FXKQI,10T
VY,31,03015291,UUSWX,40D
VY,31,03049664,YFURE,4S
VY,31,03087713,JWDVZ,21Q
VY,31,03049720,PXDVF,21M
VY,31,03030936,TKUJY,12V
VY,31,03053622,TUMOG,12O
VY,31,03069258,KRBYI,6G
VY,31,03076619,LGSEA,36O
